CCSN_NUM,REPORT_DATE,COMMENTS,MASS_STRAND_NUM,SERIES_NUM,CONDITION_CODE,RESTRAND_YN,GROUP_EVENT_YN,COW_CALF_YN,MASS_STRANDING_YN,NUM_ANIMALS,NUM_ANIMALS_UNITS,EXAM_DATE,EXAM_COND_ID,LOCATION,TOWN,LATITUDE_DEGREE,LONGITUDE_DEGREE,LAT_ACTUAL,LON_ACTUAL,LAT_ACHIEVED,LOCATION_DETAIL,SPECIES,Corrected Latitude,Corrected Longitude
CCSN05-276Dd,12/10/05,"Mass Stranding with 275, 277, and 278",MS05-08,Series0019,1,0,0,0,0,1,Actual,,,Indian Trail Road,Barnstable,41.70966667,70.2835,,,,Indian Trail Road,Delphinus delphis,41.70966667,-70.2835
CCSN05-292Dd,12/10/05,"part of mass stranding, 12/10/2005 storm. Juvenille. Not a lot of data given",MS05-08,Series0019,1,0,0,0,0,1,Actual,,,Herring River,Wellfleet,41.93033333,70.06866667,,,,Herring River,Delphinus delphis,41.93033333,-70.06866667
CCSN05-269Dd,12/10/05,Pregnant,MS05-08,Series0019,1,0,0,0,0,1,Actual,,,Chapin Beach,Dennis,41.73416667,70.2345,,,,Chapin Beach,Delphinus delphis,41.73416667,-70.2345
CCSN05-274Gm,12/10/05,"Part of mass stranding, necropsied at dennis landfill.",MS05-08,Series0019,1,0,0,0,0,1,Actual,,,Breakwater Beach,Brewster,41.7685,70.085,,,,Breakwater Beach,Globicephala melas,41.7685,-70.085
CCSN05-263Dd,12/10/05,,MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Cold Storage Beach,Dennis,41.7565,70.1525,,,,Cold Storage Beach,Delphinus delphis,41.7565,-70.1525
CCSN05-277Dd,12/10/05,"Mass Stranded with 275, 276, and 278. Whole Body Collected by CCSN for necropsy; morbilli",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Bone Hill,Barnstable,41.711,70.2755,,,,Bone Hill,Delphinus delphis,41.711,-70.2755
CCSN05-278Dd,12/10/05,"Mass Stranded with 275,276, and 277. At MRF, chilled for Darlene",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Bone Hill Road,Barnstable,41.71133333,70.27466667,,,,Bone Hill Road,Delphinus delphis,41.71133333,-70.27466667
CCSN05-280Gm,12/10/05,"Part of Mass Stranding, 12/10/2005 Storm, sampled for mystic aquarium, brucella project",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Mayflower Beach,Dennis,41.74863333,70.19983333,,,,Mayflower Beach,Globicephala melas,41.74863333,-70.19983333
CCSN05-281Dd,12/10/05,"Mass Stranding, 12/10/2005 storm",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Cold Storage Beach,Dennis,41.75643333,70.15298333,,,,Cold Storage Beach,Delphinus delphis,41.75643333,-70.15298333
CCSN05-285Gm,12/10/05,"part of mass stranding, 12/10/2005 storm. Data Collected for Mystic Aquarium's Brucella Project",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Crowes Pasture,Dennis,41.76033333,70.13416667,,,,Crowes Pasture,Globicephala melas,41.76033333,-70.13416667
CCSN05-286Dd,12/10/05,"Part of mass stranding, 12/10/2005 storm",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Mayflower Beach,Dennis,41.74383333,70.21365,,,,Mayflower Beach,Delphinus delphis,41.74383333,-70.21365
CCSN05-289Dd,12/10/05,"part of mass stranding, 12/10/2005 storm, sexually active male, sperm producing.",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Mayflower Beach,Dennis,41.74191667,70.21858333,,,,Mayflower Beach,Delphinus delphis,41.74191667,-70.21858333
CCSN05-290Dd,12/10/05,"The stranding book says it was necropsyed, but there was no necropsy report in the file. Part of mass stranding, 12/10/2005 storm.",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Mayflower Beach,Dennis,41.74756667,70.20186667,,,,Mayflower Beach,Delphinus delphis,41.74756667,-70.20186667
CCSN05-291Dd,12/10/05,"In the stranding book it says it was necropsyed, but there is no necropsy form in the file. Part of stranding, 12/10/2005 storm. Paint Stick 6",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Mayflower Beach,Dennis,41.74756667,70.20186667,,,,Mayflower Beach,Delphinus delphis,41.74756667,-70.20186667
CCSN05-293Gm,12/10/05,"part of mass stranding, 12/10/2005, found above rake line.",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Ellis Landing,Brewster,41.77583333,70.0519,,,,Ellis Landing,Globicephala melas,41.77583333,-70.0519
CCSN05-294Gm,12/10/05,"part of mass stranding, 12/10/2005 storm. Red 493, #6",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Ellis Landing,Brewster,41.77583333,70.0555,,,,Ellis Landing,Globicephala melas,41.77583333,-70.0555
CCSN05-295Gm,12/10/05,"very beat up, scratches from rocks in area. Paint stick #5",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Ellis Landing,Brewster,41.775,70.05766667,,,,Ellis Landing,Globicephala melas,41.775,-70.05766667
CCSN05-296Dd,12/10/05," #87, 88, 89 stranded together. Part of mass stranding, 12/10/200f storm",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Locust Ave,Barnstable,41.71016667,70.289,,,,Locust Ave,Delphinus delphis,41.71016667,-70.289
CCSN05-299La,12/10/05,paint stick 200. Not clear of exact location. High on beach. Odd circular and curved marks. Part of mass stranding 12/10/2005,MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Shore Rd.,Truro,42.05648333,70.13608333,,,,Shore Rd.,Lagenorhynchus acutus,42.05648333,-70.13608333
CCSN05-317Gm,12/10/05,Not accessable due to marsh,MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Boat Meadow,Eastham,41.82638333,70.00371667,,,,Boat Meadow,Globicephala melas,41.82638333,-70.00371667
CCSN05-279Gm,12/10/05,"Young Male, believed to be dependent on one of the larger females. Mass stranded with over 30 animals, 2 species, 12/10/2005 storm.",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Breakwater Beach,Brewster,41.7685,70.08566667,,,,Breakwater Beach,Globicephala melas,41.7685,-70.08566667
CCSN05-282Dd,12/10/05,"Part of Mass Stranding, 12/10/2005. Samples taken for Mystic Aquarium's Brucella Project",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Doctor Boterro Rd.,Dennis,41.73735,7.226766667,,,,Doctor Boterro Rd.,Delphinus delphis,41.73735,-70.22676667
CCSN05-297Dd,12/10/05,"stranded with #87, 88 and 89. Many old scars on underbelly. This was the largest and oldest of the 3. Many teeth missing and broken off.",MS05-08,Series0019,2,0,0,0,0,1,Actual,,,Locust Ave,Barnstable,41.71016667,70.289,,,,Locust Ave,Delphinus delphis,41.71016667,-70.289
CCSN05-283Gm,12/11/05,"Part of Mass Stranding, 12/10/2005 storm. Only data sheets from New England Aquarium, not a significant amount of data",MS05-09,Series0019,1,0,0,0,0,1,Actual,,,Crows Pasture,Dennis,41.75933333,70.12866667,,,,Crows Pasture,Globicephala melas,41.75933333,-70.12866667
CCSN05-287Gm,12/11/05,"part of mass stranding, 12/10/2005 storm. No time of euthinization given",MS05-09,Series0019,1,0,0,0,0,1,Actual,,,Robin's Hill Beach,Brewster,41.76266667,70.10983333,,,,Robin's Hill Beach,Globicephala melas,41.76266667,-70.10983333
CCSN05-284Gm,12/11/05,"part of mass stranding, 12/10/2005 storm",MS05-09,Series0019,2,0,0,0,0,1,Actual,,,Crows Pasture,Dennis,41.75883333,70.1245,,,,Crows Pasture,Globicephala melas,41.75883333,-70.1245
CCSN05-288Dd,12/11/05,"no date given on necropsy. Says there were samples of: blubber, muscle, heart, lung, kidneys, spleen, adrenals, but does not give type of sample taken. Part of mass stranding, 12/10/2005 storm.",MS05-09,Series0019,2,0,0,0,0,1,Actual,,,Mayflower Beach,Dennis,41.74241667,70.21768333,,,,Mayflower Beach,Delphinus delphis,41.74241667,-70.21768333
CCSN05-302Gm,12/14/05,"PH2 marks. Skin cut open, long, cleanly, directly above and in line with genital opening, can see pink inside.  Of mass stranding.",MS05-10,Series0019,2,0,0,0,0,1,Actual,,,Point of Rocks Beach,Brewster,41.77233333,70.07,,,,Point of Rocks Beach,Globicephala melas,41.77233333,-70.07
CCSN05-303Gm,12/14/05,"Paintstick 303, part of mass stranding, 12/10/2005 storm",MS05-10,Series0019,2,0,0,0,0,1,Actual,,,Quivett Creek,Dennis,41.76033333,70.13416667,,,,Quivett Creek,Globicephala melas,41.76033333,-70.13416667
CCSN05-301Gm,12/14/05,"part of mass stranding, 12/10/2005 storm. FH1 Yellowish dried fluid from anus. Blood from genital area",MS05-10,Series0019,2,0,0,0,0,1,Actual,,,Point of Rocks Beach,Brewster,41.77233333,70.07,,,,Point of Rocks Beach,Globicephala melas,41.77233333,-70.07
CCSN05-312Dd,12/30/05,"Released at Herring Cove Beach, Ptown.

Release conditions, rough seas, 2ft surf",MS05-11,Series0020,1,0,0,0,0,1,Actual,,,Kellers Corner,Wellfleet,41.93,70.03916667,,,,Kellers Corner,Delphinus delphis,41.93,-70.03916667
CCSN05-313Dd,12/30/05,Released to herring cove in Ptown,MS05-11,Series0020,1,0,0,0,0,1,Actual,,,Kellers Corner,Wellfleet,41.93,70.03916667,,,,Kellers Corner,Delphinus delphis,41.93,-70.03916667
CCSN05-314Dd,12/30/05,"Released to Herring Cove, Ptown

Mass strand",MS05-11,Series0020,1,0,0,0,0,1,Actual,,,Kellers Corner,Wellfleet,41.93,70.03916667,,,,Kellers Corner,Delphinus delphis,41.93,-70.03916667
CCSN05-315Dd,12/30/05,Released to Herring Cove in Ptown,MS05-11,Series0020,1,0,0,0,0,1,Actual,,,Kellers Corner,Wellfleet,41.93,70.03916667,,,,Kellers Corner,Delphinus delphis,41.93,-70.03916667
CCSN06-008Dd,1/14/06,"Paint Stick #1 part of mass stranding, animals 06-008 thru 06-017

Blowhole and genital swabs showed vibrio, acinetobacter, pseudomonas, ewingella (blowhole); serratia, enterobacter, vibrio (genital slit). To Darlene Ketten.",MS06-01,Series0021,1,0,0,0,0,1,Actual,,,Rock Harbor,Orleans,41.799,70.012,,,,Rock Harbor,Delphinus delphis,41.799,-70.012
CCSN06-009Dd,1/14/06,"extremely dessicated when first observed. Numerous rake marks on both sides. Anal swab, stained around exterior. Frozen whole. Paint Stick 2. Anal swab showed edwardsiella, shewanella, gamma, ecoli.",MS06-01,Series0021,1,0,0,0,0,1,Actual,,,Rock Harbor,Orleans,41.799,70.012,,,,Rock Harbor,Delphinus delphis,41.799,-70.012
CCSN06-012Dd,1/14/06,"Mass stranding. Released at Head of Meadow, Truro",MS06-01,Series0021,1,0,0,0,0,1,Actual,,, Skaket Beach,Orleans,41.79616667,70.016,,,, Skaket Beach,Delphinus delphis,41.79616667,-70.016
CCSN06-014Dd,1/14/06,"Mass Stranding, Released at Head of Meadow in Truro.",MS06-01,Series0021,1,0,0,0,0,1,Actual,,,Skaket Beach,Orleans,41.79616667,70.016,,,,Skaket Beach,Delphinus delphis,41.79616667,-70.016
CCSN06-015Dd,1/14/06,"mass stranding. Released at Head of Meadow, Truro",MS06-01,Series0021,1,0,0,0,0,1,Actual,,,Skaket Beach,Orleans,41.79616667,70.016,,,,Skaket Beach,Delphinus delphis,41.79616667,-70.016
CCSN06-016Dd,1/14/06,"Mass stranding, Head of Meadow, Truro",MS06-01,Series0021,1,0,0,0,0,1,Actual,,,Skaket Beach,Orleans,41.79616667,70.016,,,,Skaket Beach,Delphinus delphis,41.79616667,-70.016
CCSN06-017Dd,1/14/06,"Tip of dorsal fin missing, healed.

Mass stranding. Released at Head of Meadow, Truro",MS06-01,Series0021,1,0,0,0,0,1,Actual,,,Skaket Beach,Orleans,41.79616667,70.016,,,,Skaket Beach,Delphinus delphis,41.79616667,-70.016
CCSN06-013Dd,1/14/06,"part of mass stranding, animals 06-008 thru 06-017. OHHI sampled - negative for lepto; morbilli samples taken; NISTED; blubber and liver to C. Reddy; Thoracic swab- 2+ Acinobacter sp; Abdominal- negative",MS06-01,Series0021,1,0,0,0,0,1,Actual,,,Skaket Beach,Orleans,41.79616667,70.016,,,,Skaket Beach,Delphinus delphis,41.79616667,-70.016
CCSN06-010Dd,1/14/06,"stored outside overnite in trailer, 30-40 degrees. Discharge from eyes, many big rake marks on both sides. Fluid from blowhole. First animal of second group to strand. Part of mass stranding, animals 06-008 to 06-017 Frozen whole for D. Ketten",MS06-01,Series0021,1,0,0,0,0,1,Actual,,,Skaket Beach,Orleans,41.79616667,70.016,,,,Skaket Beach,Delphinus delphis,41.79616667,-70.016
CCSN06-011Dd,1/14/06,"part of Mass stranding with animals 06-008 thru 06-017. Numerous rake marks, some fresh. GI swab, found gram positive orgs; morbilli samples taken.",MS06-01,Series0021,1,0,0,0,0,1,Actual,,,Skaket Beach,Orleans,41.79616667,70.016,,,,Skaket Beach,Delphinus delphis,41.79616667,-70.016
CCSN06-020La,1/17/06,"part of mass stranding, including animals 06-019 thru 06-022. Frost bitten on side, numerous rake marks on left and right lateral sides. To D. Ketten",MS06-02,Series0021,1,0,0,0,0,1,Actual,,,Linell Landing,Brewster,41.78216667,70.03816667,,,,Linell Landing,Lagenorhynchus acutus,41.78216667,-70.03816667
CCSN06-021La,1/17/06,"part of mass stranding including animals 06-019 thru 06-022. Skin wrinkling, clear fluid from mouthfroth from blow hole. String caught in teeth, not sure if it is from our stretcher. Frozen at MRF",MS06-02,Series0021,1,0,0,0,0,1,Actual,,,Linell Landing,Brewster,41.78216667,70.03816667,,,,Linell Landing,Lagenorhynchus acutus,41.78216667,-70.03816667
CCSN06-022La,1/17/06,"part of mass stranding that included animals 06-019 thru 06-022. Fetus scanned by Darlene Ketten. Scavenged by gulls; OHHI sampled; morbilli sampled; NISTED; Blubber and liver to C. Reddy; postitive cultures from kidney, lung and thoracic cavity.",MS06-02,Series0021,1,0,0,0,0,1,Actual,,,Chipman's Cove,Wellfleet,41.919,70.02816667,,,,Chipman's Cove,Lagenorhynchus acutus,41.919,-70.02816667
CCSN06-019La,1/17/06,"Part of mass stranding including animals 06-019 thru 06-022. PS #orange 19. Severe skin sloughing, frozen and wind burned. OHHI sampled; morbilli samples collected; Positive results from bact cultures.",MS06-02,Series0021,1,0,0,0,0,1,Actual,,,Linell Landing,Brewster,41.78216667,70.03816667,,,,Linell Landing,Lagenorhynchus acutus,41.78216667,-70.03816667
CCSN06-025La,1/19/06,"part of mass stranding including from the 19th to the 23rd. Eyes intact, no scavenger damage. Sent to D. Ketten",MS06-03,Series0021,1,0,0,0,0,1,Actual,,,Ellis Landing,Brewster,41.799,70.012,,,,Ellis Landing,Lagenorhynchus acutus,41.799,-70.012
CCSN06-027La,1/19/06,part of mass stranding including animals from the 19th to the 23rd. 5 upper right teeth missing and 5 upper right teeth broken. Went to fishery observers for necropsy.,MS06-03,Series0021,1,0,0,0,0,1,Actual,,,Ellis Landing,Brewster,41.77866667,70.04733333,,,,Ellis Landing,Lagenorhynchus acutus,41.77866667,-70.04733333
CCSN06-030Dd,1/19/06,part of mass stranding that included animals from the 19th to the 23rd. Animal had mammory slits but genital slit went back toward tail. Blood drawn by NEAq. Frozen at MRF,MS06-03,Series0021,1,0,0,0,0,1,Actual,,,South Sunken Meadow,Eastham,41.87383333,70.00916667,,,,South Sunken Meadow,Delphinus delphis,41.87383333,-70.00916667
CCSN06-031La,1/19/06,"Part of mass stranding that included animals from the 19th to the 23rd. Left fluke tip cut off. Extensive scavanger damage. Euthanized with a heart stick, no blood drawn. Positive culture from abdomen.  Morbilli and NIST samples taken.",MS06-03,Series0021,1,0,0,0,0,1,Actual,,,"Salt Marsh Road, Blackfish Creek",Wellfleet,41.91283333,69.991,,,,"Salt Marsh Road, Blackfish Creek",Lagenorhynchus acutus,41.91283333,-69.991
CCSN06-032Dd,1/19/06,"Gashes just below right eye. Thin muscle and blubber layers. Fish and fish vertebrate found in esophagus. Released on the 19th, then stranded again on the 22 and had to be euthanized.",MS06-03,Series0021,1,0,0,0,0,1,Actual,,,Chipmans Cove,Wellfleet,41.919,70.02816667,,,,Chipmans Cove,Delphinus delphis,41.919,-70.02816667
CCSN06-035La,1/19/06,part of mass stranding that included animals from the 19th to the 23rd; carcass frozen prior to necropsy; necro'd w/ AQUAVET,MS06-03,Series0021,1,0,0,0,0,1,Actual,,,Chipman's Cove,Wellfleet,41.919,70.02816667,,,,Chipman's Cove,Lagenorhynchus acutus,41.919,-70.02816667
CCSN06-036La,1/19/06,part of mass stranding that included animals from the 19th to the 23rd. Several oyster cuts all over the animal. Blood drawn by NEAq. Frozen for observers.,MS06-03,Series0021,1,0,0,0,0,1,Actual,,,Chipman's Cove,Wellfleet,41.919,70.02816667,,,,Chipman's Cove,Lagenorhynchus acutus,41.919,-70.02816667
CCSN06-024Dd,1/19/06,Part of Mass Stranding from the 19th to the 23rd. NEAq took blood; NISTED; OHHI sampled; morbilli sampled; Blubber and liver to C. reddy; Positive cultures for Abdomen and thoracic cavity.,MS06-03,Series0021,1,0,0,0,0,1,Actual,,,Rock Harbor,Orleans,41.799,70.012,,,,Rock Harbor,Delphinus delphis,41.799,-70.012
CCSN06-026La,1/19/06,part of mass stranding including animals from the 19th to the 23rd; NISTED.,MS06-03,Series0021,1,0,0,0,0,1,Actual,,,Ellis Landing,Brewster,41.77866667,70.04733333,,,,Ellis Landing,Lagenorhynchus acutus,41.77866667,-70.04733333
CCSN06-028La,1/19/06,part of mass stranding that included animals from the 19th to the 23rd. Small pox on skin. White opaque liquid draining from blowhole. Thin but not emaciated; OHHI sampled.,MS06-03,Series0021,1,0,0,0,0,1,Actual,,,Bonehill Road,Barnstable,41.711,70.2755,,,,Bonehill Road,Lagenorhynchus acutus,41.711,-70.2755
CCSN06-037La,1/19/06,part of mass stranding that included animals from the 19th to the 23rd. Half of the brain was put in formalin. Blood drawn by NEAq.  Morbilli samples collected,MS06-03,Series0021,1,0,0,0,0,1,Actual,,,Chipman's Cove,Wellfleet,41.919,70.02816667,,,,Chipman's Cove,Lagenorhynchus acutus,41.919,-70.02816667
CCSN06-033Dd,1/19/06,part of the mass stranding of the 19th through the 23rd. Animal found dead.,MS06-03,Series0021,2,0,0,0,0,1,Actual,,,Chipmans Cove,Wellfleet,41.919,70.02816667,,,,Chipmans Cove,Delphinus delphis,41.919,-70.02816667
CCSN06-034Dd,1/19/06,Bob Cooper emailed results,MS06-03,Series0021,2,0,0,0,0,1,Actual,,,Chipmans Cove,South Wellfleet,41.919,70.02816667,,,,Chipmans Cove,Delphinus delphis,41.919,-70.02816667
CCSN06-038La,1/19/06,orange paint stick 001. part of mass stranding that included animals from the 19th to the 23rd. Not a CCSN data record sheet.,MS06-03,Series0021,2,0,0,0,0,1,Actual,,,Boat Meadow,Eastham,41.80933333,70.00483333,,,,Boat Meadow,Lagenorhynchus acutus,41.80933333,-70.00483333
CCSN06-039La,1/19/06,Not a CCSN data record sheet. Part of mass stranding that included animals from the 19th to the 23rd. Photo WCNE camera. Burried in landfill.,MS06-03,Series0021,2,0,0,0,0,1,Actual,,,Chapin Beach,Dennis,41.73416667,70.2335,,,,Chapin Beach,Lagenorhynchus acutus,41.73416667,-70.2335
CCSN06-029Dd,1/19/06,Part of mass stranding that included animals from the 19th to the 23rd. OHHI sampled.  Negative for abdominal culture.,MS06-03,Series0021,2,0,0,0,0,1,Actual,,,South Sunken Meadow,Eastham,41.87383333,70.00916667,,,,South Sunken Meadow,Delphinus delphis,41.87383333,-70.00916667
CCSN06-054Dd,1/20/06,found in a mosquito ditch,MS06-04,Series0021,3,0,0,0,0,1,Actual,,,Sandy Neck,Barnstable,41.72735,70.303,,,,Sandy Neck,Delphinus delphis,41.72735,-70.303
CCSN06-057Dd,1/20/06,,MS06-04,Series0021,3,0,0,0,0,1,Actual,,,Beal St.,Barnstable,41.70983333,70.31583333,,,,Beal St.,Delphinus delphis,41.70983333,-70.31583333
CCSN06-040Dd,1/21/06,not a CCSN data record sheet. Extensive scavanger damage. Left on Great Island,MS06-05,Series0021,3,0,0,0,0,1,Actual,,,Great Island,Wellfleet,41.9142,70.066,,,,Great Island,Delphinus delphis,41.9142,-70.066
CCSN06-043Dd,1/21/06,extensive scavanger damage. Part of mass stranding that included animals 06-042 thru 06-044. level A by Riverhead.,MS06-05,Series0021,3,0,0,0,0,1,Actual,,,Great Island,Wellfleet,41.89983333,70.07003333,,,,Great Island,Delphinus delphis,41.89983333,-70.07003333
CCSN06-044Dd,1/21/06,"extreme scavanger damage, left on great island. Part of mass stranding that included animals 06-042 thru 06-044.",MS06-05,Series0021,3,0,0,0,0,1,Actual,,,Great Island,Wellfleet,41.90076667,70.06656667,,,,Great Island,Delphinus delphis,41.90076667,-70.06656667
CCSN06-046Dd,1/21/06,scavanged eye and above left flipper. Part of mass stranding that incudes animals from the 19th to the 23 Photos taken by WCNE camera.,MS06-05,Series0021,3,0,0,0,0,1,Actual,,,Jeremy Point,Wellfleet,41.88416667,70.06733333,,,,Jeremy Point,Delphinus delphis,41.88416667,-70.06733333
CCSN06-047Dd,1/21/06,part of mass stranding that included animals from the 19th to the 23rd Severely scavanged. Possible HI,MS06-05,Series0021,3,0,0,0,0,1,Actual,,,Great Island,Wellfleet,41.91233333,70.07266667,,,,Great Island,Delphinus delphis,41.91233333,-70.07266667
CCSN06-049Dd,1/23/06,part of mass stranding that included animals from the 19th tot the 23rd. Riverhead did level A.,MS06-06,Series0021,3,0,0,0,0,1,Actual,,,Great Island,Wellfleet,41.91416667,70.066,,,,Great Island,Delphinus delphis,41.91416667,-70.066
CCSN06-051La,1/23/06,part of mass stranding that included animals 06-046 thru 06-052,MS06-06,Series0021,3,0,0,0,0,1,Actual,,,Great Island,Wellfleet,41.91428333,70.06603333,,,,Great Island,Lagenorhynchus acutus,41.91428333,-70.06603333
CCSN06-052Dd,1/23/06,part of mass strandingthat included animals 06-046 thru 06-052,MS06-06,Series0021,3,0,0,0,0,1,Actual,,,Great Island,Wellfleet,41.92476667,70.07303333,,,,Great Island,Delphinus delphis,41.92476667,-70.07303333
CCSN06-050Dd,1/23/06,part of mass strandingthat included animals from the 19th to the 23rd.,MS06-06,Series0021,3,0,0,0,0,1,Actual,,,Great Island,Wellfleet,41.91416667,70.066,,,,Great Island,Delphinus delphis,41.91416667,-70.066
CCSN06-058Dd,1/26/06,"One healing, raised lesion by anus.",MS06-07,Series0021,1,0,0,0,0,1,Actual,,,Chequessett Neck Yacht Club,Wellfleet,41.92683333,70.06033333,,,,Chequessett Neck Yacht Club,Delphinus delphis,41.92683333,-70.06033333
CCSN06-059Dd,1/26/06,"Mass stranding event.  Released at Herring Cove, Provincetown",MS06-07,Series0021,1,0,0,0,0,1,Actual,,,Chequessett Neck YC,Wellfleet,41.92683333,70.06033333,,,,Chequessett Neck YC,Delphinus delphis,41.92683333,-70.06033333
CCSN06-060Dd,1/26/06,"Mass stranding event - 4 delphinus.  Satellite tagged by NEAq - released at Herring Cove, Ptown",MS06-07,Series0021,1,0,0,0,0,1,Actual,,,Chequessett Neck YC,Wellfleet,41.92683333,70.06033333,,,,Chequessett Neck YC,Delphinus delphis,41.92683333,-70.06033333
CCSN06-061Dd,1/26/06,Mass stranding event of 4 Dd - released at Herring Cove in Provincetown.,MS06-07,Series0021,1,0,0,0,0,1,Actual,,,Chequesset Neck YC,Wellfleet,41.92683333,70.06033333,,,,Chequesset Neck YC,Delphinus delphis,41.92683333,-70.06033333
CCSN06-062La,1/27/06,Carcass frozen prior to necropsy; used as part of student workshop;,MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Herring River Gut,Wellfleet,41.92866667,70.07083333,,,,Herring River Gut,Lagenorhynchus acutus,41.92866667,-70.07083333
CCSN06-065Dd,1/27/06,"Old lesions.

Left side major scars, discolored patches of skin.

Rake mark on R side of melon.",MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Chequesset Neck Yacht Club,Wellfleet,41.92683333,70.06033333,,,,Chequesset Neck Yacht Club,Delphinus delphis,41.92683333,-70.06033333
CCSN06-066Dd,1/27/06,,MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Chequesset Neck Yacht Club,Wellfleet,41.92683333,70.06033333,,,,Chequesset Neck Yacht Club,Delphinus delphis,41.92683333,-70.06033333
CCSN06-067Dd,1/27/06,"Green ps ""A""",MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Chequesett Neck Yacht Club,Wellfleet,41.92683333,70.06033333,,,,Chequesett Neck Yacht Club,Delphinus delphis,41.92683333,-70.06033333
CCSN06-068Dd,1/27/06,"""Released"" at site due to incoming tide- could not move animal. Later found dead. No level A collected.",MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Chequesset Neck Yacht Club,Wellfleet,41.92683333,70.06033333,,,,Chequesset Neck Yacht Club,Delphinus delphis,41.92683333,-70.06033333
CCSN06-073Dd,1/27/06,"Mass Stranding. Released at herring Cove, Provincetown",MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Pleasant Point,Wellfleet,41.91116667,-70.0102,,,,Pleasant Point,Delphinus delphis,41.91116667,-70.0102
CCSN06-074Dd,1/27/06,"Mass stranding. Released at Herring Cove, Provincetown",MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Pleasant Point,Wellfleet,41.91116667,70.102,,,,Pleasant Point,Delphinus delphis,41.91116667,-70.102
CCSN06-075Dd,1/27/06,"Mass Stranding. Released at Herring Cove, Provincetown.",MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Pleasant Point,Wellfleet,41.91116667,70.102,,,,Pleasant Point,Delphinus delphis,41.91116667,-70.102
CCSN06-076Dd,1/27/06,"Mass stranding. Released at Herring Cove,Wellfleet.",MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Pleasant Point,Wellfleet,41.91116667,70.102,,,,Pleasant Point,Delphinus delphis,41.91116667,-70.102
CCSN06-077Dd,1/27/06,"Animal satellite tag NEAq. Released with others at Herring Cove, Provincetown.",MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Pleasant Point,Wellfleet,41.91116667,70.102,,,,Pleasant Point,Delphinus delphis,41.91116667,-70.102
CCSN06-078Dd,1/27/06,,MS06-08,Series0021,1,0,0,0,0,1,Actual,,, Goose Pond Dike Mass Audobon,Wellfleet,41.88083333,69.9975,,,, Goose Pond Dike Mass Audobon,Delphinus delphis,41.88083333,-69.9975
CCSN06-064Dd,1/27/06,,MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Chequesset Neck,Wellfleet,41.92683333,70.06033333,,,,Chequesset Neck,Delphinus delphis,41.92683333,-70.06033333
CCSN06-072La,1/27/06,oyster shell damage; old scar on peduncle; carcass frozen prior to necropsy - used in teaching workshop.,MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Chequesset Neck Yacht Club,Wellfleet,41.92866667,-70.06589,,,,Chequesset Neck Yacht Club,Lagenorhynchus acutus,41.92866667,-70.06589
CCSN06-079Dd,1/27/06,,MS06-08,Series0021,1,0,0,0,0,1,Actual,,,Goose Pond Dike Mass Audobon,Wellfleet,41.88083333,69.9975,,,,Goose Pond Dike Mass Audobon,Delphinus delphis,41.88083333,-69.9975
CCSN06-069Dd,1/27/06,Part of mass stranding. Animal newly dead when found.,MS06-08,Series0021,2,0,0,0,0,1,Actual,,,Chequesset Neck Yacht Club,Wellfleet,41.92683333,70.06033333,,,,Chequesset Neck Yacht Club,Delphinus delphis,41.92683333,-70.06033333
CCSN06-070Dd,1/27/06,We think that this is CCSN06-070Dd based on the lack of flagging tape.,MS06-08,Series0021,2,0,0,0,0,1,Actual,,,Chequesset Neck Yacht Club,Wellfleet,41.92683333,70.06033333,,,,Chequesset Neck Yacht Club,Delphinus delphis,41.92683333,-70.06033333
