Strand_IDTest,Date_,Field_Species_ID,Type,No_Strand,Region,Location_Desc,Lat,Long,No_Refloat,No_Restrand,Comments_General,Record_type,Incident_type,Cond_Animal,Contrib_Fa,Reformatted Date
1949,29/08/1997,LAGENORHYNCHUS OBSCURUS,>1 individual unless mother and calf,4,canterbury,"JIMMY ARMERS BEACH, KAIKOURA",-42.4192,173.7071,0,0,ANIMALS FOUND ON BEACH BY  A MINI BUS OPERATOR. THE DOLPHINS WERE NOT ON THE BEACH THE PREVIOUS EVENING,Beach cast,,Freshly dead,Beachcast,8/29/97
1955,8/10/97,GLOBICEPHALA MELAS,>1 individual unless mother and calf,100,northland,"KARI KARI BAY, KAITAIA",-34.8437,173.3783,48,18,"52 DEAD, 48 ALIVE REFLOATED 09/10/97. 38 RESTRANDED THAT NIGHT. 18 DEAD, 20 ALIVE, 1 PREGNANT WHALE EUTHANISED, THEN A LONE JUVENILE ARRIVED FOUND DEAD. 20 REFLOATED. OVERALL 30 WHALES REFLOATED AND SURVIVED, THE OTHER 70 WERE DEAD",Live Stranding,Stranding,Live,Stranding,10/8/97
1963,7/11/97,BALAENOPTERA EDENI,>1 individual unless mother and calf,2,waikato,"KAIAUA, MIRANDA COAST",-37.2181,175.383,0,0,"2 WHALES STRANDED IN CLOSE PROXIMITY, ONE ALIVE IN MANGROVES, OTHER WHALE FOUND WHILE LOOKING FOR THE REPORTED ONE",Beach cast,Death Report,Live,Beachcast,11/7/97
1973,4/12/97,DELPHINUS DELPHIS,>1 individual unless mother and calf,9,northland,"KOKOTA SPIT (ENTRANCE TO APRENGA RENGA HARBOUR), REACHED BY VEHICLE FROM TE KAO, TE PAKI",-34.5458,172.9939,0,0,"BEEN IN THIS LOCATION FOR APPROX 2 MONTHS OR MORE. NO SPECIMENS TAKEN. 5 WERE 2M LONG, 3 WERE MALE, 2 WERE FEMALE. ONE ANIMAL MEASURED",Beach cast,Death Report,Decomposed,Beachcast,12/4/97
1982,3/1/98,GLOBICEPHALA MACRORHYNCHUS,>1 individual unless mother and calf,12,northland,WAIKUKU BEACH NORTH CAPE (TE PAKI OFFICE),-34.4332,173.0079,2,0,10 DIED ON THE SATURDAY AND FOUR HAD FLOATED AWAY BY THE TIME DOC SUPERVISOR GOT THERE TO MEASURE THEM. 4 PHOTOS TAKEN,Live Stranding,Stranding,Freshly dead,Stranding,1/3/98
1987,28/01/1998,TURSIOPS TRUNCATUS,>1 individual unless mother and calf,2,waikato,"NTH OF WAIKAWAU, THAMES COAST, KAUAERANGA FIELD  CENTRE",-36.9365,175.4666,0,0,"BEACHED ON ROCKS- SOME DAMAGE, DEAD ON ARRIVAL. REPORTED TO MAF BY TRUCK DRIVER.",,Stranding,Freshly dead,Stranding,1/28/98
1996,11/3/98,TURSIOPS TRUNCATUS,>1 individual unless mother and calf,9,chatham islands,"SOUTH OF OKAWA POINT, HANSON BAY, CHATHAM ISLAND.",-43.7771,-176.2376,0,0,NO OBVIOUS INJURIES. MAY HAVE BEEN ON BEACH FOR A FEW DAYS. TISSUE SAMPLES SENT TO SCHOOL OF BIOLOGICAL SCIENCES AUCKLAND. ONE ANIMAL WAS 2.1M LONG,Beach cast,Death Report,Decomposed,Beachcast,3/11/98
1998,18/03/1998,MESOPLODON GRAYI,>1 individual unless mother and calf,10,chatham islands,PETRIE BAY AND LONG BEACH CHATHAM ISLAND,-43.8375,-176.5835,0,0,"WHALES FOUND AFTER RECENT NW 'BLOW'. 1 WHALE ON PETRIE BAY THE REST ON LONGBEACH SCATTERED AROUND.
Genetic info from University of Auckland: Mesoplodon grayi, species code: Mgr38 (male), Mgr39 (male), Mgr40 (female), Mgr41 (female), Mgr42 (male), Mgr43 (m",Beach cast,Death Report,Freshly dead,Beachcast,3/18/98
2031,30/10/1998,GLOBICEPHALA MELAS,>1 individual unless mother and calf,288,southland,"DOUGHBOY BAY, STEWART ISLAND",-47.0418,167.7107,0,0,"288 STRANDED. SEEN BY HUNTERS, 100 STRANDED THEN THE REST STRANDED. 40 WERE ALIVE MID AFTERNOON AND WERE EUTHANISED BY DOC. VERY INACCESSIBLE SPOT",Live Stranding,Stranding,Freshly dead,Stranding,10/30/98
2033,2/11/98,GLOBICEPHALA MELAS,>1 individual unless mother and calf,11,bay of plenty,"WHANGAPAROA BEACH, CAPE RUNAWAY (OPOTIKI EAST CAPE)",-37.5872,177.9791,0,0,"WHALES 2 DAYS OLD ON BEACH. 11 WHALES HAD STRANDED, WHALES STARTING TO BURST OPEN IN HEAT. NO AUTOPSIES CONDUCTED",,Stranding,Freshly dead,Stranding,11/2/98
2039,30/11/1998,GLOBICEPHALA MELAS,>1 individual unless mother and calf,13,chatham islands,"LONG BEACH, MAIN CHATHAM ISLAND",-43.8375,-176.5835,0,0,"LIVE STRANDING. ALL ANIMALS EUTHANISED. 2 CALVES, 9 BULLSAND 2COWS",Deliberately Killed,Stranding,Live,Stranding,11/30/98
2043,30/12/1998,GLOBICEPHALA MELAS,>1 individual unless mother and calf,28,tasman,"FAREWELL SPIT  (INNER BEACH), BETWEEN PUPONGA AND STOCKYARD POINT.",-40.5266,172.8054,23,0,"28 WHALES (24 ALIVE, 4 DEAD) THE WHALES WERE IN ONE SMALL GROUP AND TIGHTLY PACKED TOGETHER. ONE WHALE DIED SHORTLY AFTER DOC SUPERVISOR ARRIVED. ONE LARGE FEMALE WAS BLEEDING FROM GENITAL SLIT AND ONE SUBADULT MALE WAS MISSING BOTH FLIPPERS",Live Stranding,Stranding,Live,Stranding,12/30/98
2049,23/01/1999,TURSIOPS TRUNCATUS,>1 individual unless mother and calf,5,nelson,N27 280 910.  SAND BANK TO THE WEST OF BLIND CHANNEL OFF THE WEST END OF TAHUNA BEACH,-41.2875,173.215,4,0,FOUR OF THE FIVE STRANDED ANIMALS WERE REFLOATED AND SWAM OFF AT HIGH TIDE. THEY HAD BEEN BEACHED THE PREVIOUS DAY BUT NOT SEEN UNTIL 6.30AM. WERE REFLOATED BY 11.15AM. THE FIFTH ANIMAL WAS DEAD. A LARGE ANIMAL WITH WORN TEETH. MALE. THIS ANIMAL WAS TOWED,Live Stranding,Stranding,Live,Stranding,1/23/99
2061,24/02/1999,DELPHINUS DELPHIS,>1 individual unless mother and calf,3,southland,"EIDTH RIVER MOUTH BASIN, GEORGE SOUND (DOC TE ANAU)",-44.9804,167.4318,0,0,"TWO DEAD ADULTS (ONE WITH BROKEN JAW) HAD DISAPPEARED BY THE TIME THE RECOVERY TEAM ARRIVED. FOUND DEAD JUVENILE (APPROX 2YRS OLD, 50KG?)",Beach cast,Death Report,Freshly dead,Beachcast,2/24/99
2106,24/10/1999,GLOBICEPHALA MELAS,>1 individual unless mother and calf,99,chatham islands,"PITT ISLAND, CHATHAM ISLANDS. NORTH OF TUPUANGI PT.",-44.2344,-176.194,0,0,"ALL ANIMALS DEAD WHEN FOUND. DEAD FLOATING WHALES REPORTED BY FISHERMEN ON 24/10/99. THOSE THAT WERE ABLE TO BE COUNTED = 26 FEMALES, 19 MALES, 11 CALVES, 43 UNKNOWN (BURIED OR DECOMPOSED). COUNT IS MINIMUM NUMBER, SOME ALMOST TOTALLY BURIED.. REFER TO ST",,Stranding,Decomposed,Stranding,10/24/99
2121,9/1/00,DELPHINUS DELPHIS,>1 individual unless mother and calf,2,waikato,COROMANDEL TOWN,-36.803,175.4319,0,0,2 ANIMALS FOUND SIDE BY SIDE IN VERY HEAVY STATE OF DECOMPOSITION.,Beach cast,Death Report,Decomposed,Beachcast,1/9/00
2123,12/1/00,MESOPLODON GRAYI,>1 individual unless mother and calf,2,bay of plenty,"WAIKAWA POINT, OPOTIKI",-37.684,177.7239,0,0,"WHALES REPORTED ALIVE. PEOPLE THOUGHT THEY WOULD GO OUT ON THEIR OWN BUT THEY DIED SOON AFTER 7PM. HEADS AND DNA TAKEN.
Genetic info from University of Auckland: Mesoplodon grayi, species code: Mgr60 (male), Mgr61 (female)",Live Stranding,Stranding,Live,Stranding,1/12/00
2142,24/03/2000,PHYSETER MACROCEPHALUS,>1 individual unless mother and calf,20,chatham islands,"PORT HUTT, CHATHAM ISLANDS",-43.8142,-176.7092,0,0,"17 COWS, 1 IMMATURE BULL, 2 CALVES. FOUR IWI GROUPS WERE ADVISED OF THE STRANDING TO ALLOW THEM TO TAKE CULTURAL MATERIALS. WHALES LEFT ON SITE.",Beach cast,Death Report,Freshly dead,Beachcast,3/24/00
2153,10/5/00,TURSIOPS TRUNCATUS,>1 individual unless mother and calf,3,northland,"END OF EDMUNDS RUINS RD, LH  TINY INLET ON MUD FLATS, BAY OPPOSITE RANGITANE, NEAR KERIKERI",-35.2087,174.0128,0,0,EXTAORDINARY TIDES (LOW TO HIGH) ROUGH N CONDITIONS DAY OF LIKELY BEACHING. FOUND BY OYSTER FARMERS ON TIDAL MUD FLATS IN THE MORNING. WOUND AROUND FLIPPER OF FEMALE STILL BLEEDING AND GASEOUS. GRAZING ON TAIL AND PUNCTURES ON BODY. 3 LARGE SCRAPES.. REFE,Deliberately Killed,Death Report,Freshly dead,Beachcast,5/10/00
2205,18/12/2000,DELPHINUS DELPHIS,>1 individual unless mother and calf,2,tasman,"1KM NORTH OF PAKAWAU, GOLDEN BAY",-40.5862,172.6872,0,0,LARGE MALE AND SMALLER FEMALE. FEMALE IN BAD CONDITION WITH MANY CUTS.,,Stranding,Freshly dead,Stranding,12/18/00
2206,21/12/2000,GLOBICEPHALA MELAS,>1 individual unless mother and calf,33,southland,"MAORI BEACH, RAKIURA",-46.8553,168.0853,33,12,12 OF THESE WHALES DIED.,Live Stranding,Stranding,Live,Stranding,12/21/00
2207,22/12/2000,GLOBICEPHALA MELAS,>1 individual unless mother and calf,55,southland,"MAORI BEACH, RAKIURA",-46.8553,168.0853,55,10,"55 STRANDED, 10 DIED.",Live Stranding,Stranding,Live,Stranding,12/22/00
2220,10/2/01,GLOBICEPHALA MACRORHYNCHUS,>1 individual unless mother and calf,7,northland,"BETWEEN TE TAPITA HEAD (RANGIORA) AND OHAO POINT, NGA KENO, MOKAIKAI SCENIC RESERVE. NEAR TE HAPUA",-34.4905,173.002,0,0,WHALES HAD BEEN DEAD ON BEACH FOR SOME TIME. 6 FOUND AT RANGIORA AND ONE AT NGA KENO.,Beach cast,Death Report,Decomposed,Beachcast,2/10/01
2231,7/3/01,MESOPLODON GRAYI,>1 individual unless mother and calf,2,waikato,"MATARANGI PENINSULA, COROMANDEL PENINSULA",-36.7276,175.6579,2,1,"ADULT FEMALE AND CALF STRANDED ALIVE AND REFLOATED. MODERATE ONSHORE SWELL. FEMALE FOUND DEAD THE FOLLOWING MORNING. CALF NOT SEEN AGAIN. Genetic info from University of Auckland: Mesoplodon grayi, species code: Mgr70, sex genetically determined as female",Live Stranding,Stranding,Live,Stranding,3/7/01
2280,8/12/01,ORCINUS ORCA,>1 individual unless mother and calf,5,hawkes bay,MAHIA BEACH,-39.0827,177.8722,5,0,FEEDING- KAHAWAI SCHOOLS AND BIRDS WORKING IN VICINITY.,Live Stranding,Stranding,Live,Stranding,12/8/01
2287,1/1/02,DELPHINUS DELPHIS,>1 individual unless mother and calf,3,tasman,OLD PUPONGA WHARF (20M TAKAKA SIDE),-40.5265,172.7334,2,0,"DOLPHIN PROBABLY DIED ON 01/01/2002. 3 STRANDED, 2 GOT AWAY ALIVE. DEAD DOLPHIN WAS REFLOATED BY A LARGE TIDE AND WASHED UP AGAIN DAYS LATER. ONE PECTORIAL FIN AND HALF TAIL FIN CHEWED OFF, POSSIBLY DOGS?",Live Stranding,Stranding,Live,Stranding,1/1/02
2309,15/03/2002,MESOPLODON LAYARDII,>1 individual unless mother and calf,1,hawkes bay,MAHIA BEACH,-39.0691,177.8646,0,0,"THIS WHALE CALF WAS FOUND HIGH UP THE BEACH, DEAD. BELIEVED TO HAVE COME IN ON THE MORNING TIDE (0930HRS). THIS WAS ONE OF FOUR (only 3 stranded) WHALES FOUND THAT DAY. ANOTHER CALF SEEN AT SEA AND TWO MOTHERS- ONE DIED ON BEACH, ONE REFLOATED. LOW TIDE W",Beach cast,Death Report,Freshly dead,Beachcast,3/15/02
2311,15/03/2002,MESOPLODON LAYARDII,>1 individual unless mother and calf,1,hawkes bay,TAYLORS BAY,-39.0969,177.8677,0,0,WHALE SEEN COMING ASHORE ONTO ROCKS. THRASHED ABOUT AND DIED BEFORE BEING ABLE TO EUTHANISE. CALF SEEN CLOSE BY BUT DIDN'T COME ASHORE. BELIEVE SAME CALF WAS SEEN NEAR TO OTHER FEMALE ADULT THAT WAS REFLOATED AT MAHIA BEACH. UNSURE WHO THE CALF BELONGED T,Live Stranding,Stranding,Live,Stranding,3/15/02
2310,15/03/2002,MESOPLODON LAYARDII,>1 individual unless mother and calf,1,hawkes bay,MAHIA BEACH,-39.0708,177.8659,1,0,"ONE OF FOUR (only 3 stranded) WHALES SEEN IN AREA. WAS ABLE TO BE REFLOATED AS TIDE CAME IN. CAME ASHORE AROUND 1100HRS. LOW TIDE WAS AT 1330HRS. WAS REFLOATED ABOUT 1530 WITH THE HELP OF LOCALS. APPEARED TO BE IN GOOD CONDITION, STAYED CALM THROUGHOUT TH",Live Stranding,Stranding,Live,Stranding,3/15/02
2361,17/10/2002,GLOBICEPHALA MELAS,>1 individual unless mother and calf,3,gisborne,"BETWEEN KAITI BEACH AND SPONGE BAY, GISBORNE.",-38.6916,178.0422,0,0,THREE DEAD WHALES REPORTED 1430HRS ON 18/10/2002. TIDE TOO HIGH AT THAT TIME TO REACH WHALES. 19/10/2002 MEASURED AND TOOK SAMPLES FROM WHALES. REMOVED LOWER JAW AND TOOK SKIN/BLUBBER SAMPLES. DIDN'T CHECK TO ESTABLISH WHETHER THIS ANIMAL WAS PREGNANT.,Live Stranding,Stranding,Live,Stranding,10/17/02
2360,17/10/2002,GLOBICEPHALA MELAS,>1 individual unless mother and calf,3,gisborne,"BETWEEN KAITI BEACH AND SPONGE BAY, GISBORNE.",-38.6916,178.0422,0,0,REPORTED 18/10/2002 (DEAD). MEASURED AND SAMPLES TAKEN 19/10/2002. THIS ANIMAL IN MORE ADVANCED STATE OF DECOMPOSITION THAN THE OTHER TWO. REMOVED LOWER JAW AND SKIN/BLUBBER SAMPLE. THIS ANIMAL NOT PREGNANT OR LACTATING.,Live Stranding,Stranding,Live,Stranding,10/17/02
2362,21/10/2002,PHYSETER MACROCEPHALUS,>1 individual unless mother and calf,2,raoul island,"SOUTH END OF DENHAM BAY, RAOUL ISLAND.",-29.2704,-177.9424,0,0,TWO DECOMPOSING BODIES FOUND WASHING ALONG THE SHORELINE AT DENHAM BAY. LOWER JAWS MISSING. NUMEROUS HUMPBACKS PRESENT OFFSHORE.,Beach cast,Death Report,Decomposed,Beachcast,10/21/02
2387,8/1/03,GLOBICEPHALA MELAS,>1 individual unless mother and calf,159,southland,"OLD SAND NECK, NORTH OF COW ISLAND ON EASTERN SIDE.",-46.9408,168.1799,38,2,STRANDING NOTICED BY A FISHING BOAT AND REPORTED TO THE FIELD CENTRE AT MIDDAY. OVER HALF OF THE WHALES WERE ALREADY DEAD. 38 REFLOATED. RESCUE ATTEMPT INVOLVED 105 PEOPLE FOR ONE DAY.,Live Stranding,Stranding,Live,Stranding,1/8/03
2413,13/04/2003,DELPHINUS DELPHIS,>1 individual unless mother and calf,3,marlborough,"OKUKARI BAY, JUST INDIE ENTRANCE TO TORY CHANNEL",-41.2019,174.3117,0,0,"3 DOLPHINS FOUND PARALLEL TO THE BEACH, WITHIN ABOUT 4M OF EACH OTHER. CAME ASHORE BETWEEN 0900 AND 1530HRS. LOW TIDE AT MIDDAY BUT VERY BIG SEAS AT THE TIME. DOLPHINS OFTEN SEEN HERDING MULLET IN THIS BAY, MAY HAVE BEACHED CHASING THEM?",Beach cast,Death Report,Freshly dead,Beachcast,4/13/03
2445,25/10/2003,DELPHINUS DELPHIS,>1 individual unless mother and calf,2,northland,"PAHI, SHORELINE BEHIND 468 PAHI RD, KAURI COAST",-36.1438,174.2183,0,0,NO EXTERNAL WOUNDS. DOLPHINS FOUND 100M APART.,Beach cast,Death Report,Decomposed,Beachcast,10/25/03
2454,15/11/2003,PHYSETER MACROCEPHALUS,>1 individual unless mother and calf,12,auckland,"WHATIPU BEACH, WEST AUCKLAND",-37.0464,174.5063,0,0,ALL MALES. ALL JAW BONES COLLECTED FOR TE KAWERAU A MAKI. ONE JAW BONE DEFORMED AND CURVED BACK ON ITSELF. THE LARGEST SKELETON AND JAW BONE COLLECTED FOR TE PAPA WITH AGREEMENT OF TE KAWERAU A MAKI.,,Death Report,Freshly dead,Stranding,11/15/03
2462,21/12/2003,GLOBICEPHALA MELAS,>1 individual unless mother and calf,3,gisborne,SPONGE BAY,-38.6985,178.0485,0,0,"THREE DOLPHINS REPORTED ON MORNING OF 21/12/03. WE ARRIVED JUST BEFORE LOW TIDE AT ABOUT 0930HRS. TWO WERE DEAD, ONE STILL ALIVE (EUTHANISED). THIS ANIMAL ALREADY DEAD (?)",Beach cast,Death Report,Live,Beachcast,12/21/03
2483,14/02/2004,MESOPLODON GRAYI,>1 individual unless mother and calf,4,northland,PEACH COVE. WANGEREI HEADS. R07 524 924,-35.8581,174.5695,0,0,"DOC OFFICE WHANGAREI. REPORTED ON SATURDAY MORNING BY BOATIE. ATTENDED BY DOC ON MONDAY MORNING. Genetic info from University of Auckland: Mesoplodon grayi, species code: Mgr92 (female), Mgr93 (female), Mgr94 (female), Mgr95 (female)",Beach cast,Death Report,Freshly dead,Beachcast,2/14/04
2491,18/03/2004,MESOPLODON GRAYI,>1 individual unless mother and calf,3,bay of plenty,"WAIKOURA POINT, NE TIP MATAKANA ISLAND, AT BOWENTOWN ENTRANCE OF TAURANGA HARBOUR",-37.4706,175.9968,0,0,"THREE DECOMPOSED WHALES REPORTED, POTOGRAPHED ON 24/03/04. NO OBVIOUS INJURIES. NO SAMPLES TAKEN. A DETACHED SKULL WASS LATER COLLECTED BY MEMBER OF PUBLIC AND GIFTED TO MUSEUM OF NEW ZEALAND.",Beach cast,Death Report,Decomposed,Beachcast,3/18/04
2543,23/11/2004,ORCINUS ORCA,>1 individual unless mother and calf,2,northland,"TAIHARURU ESTUARY, 30KMS NORTH EAST OF WHANGAREI",-35.7313,174.5408,2,0,REPORT OF A SINGLE ANIMAL RECEIVED ABOUT 1000HRS. REPORT OF SECOND STRANDED ANIMAL RECEIVED ON THE DRIVE OUT THERE. SOMEONE INFORMED AND ATTENDED TO HELP. THEY WERE IN ABOUT 0.8M OF WATER AND IN NO DANGER SO WE STAYED ALONGSIDE THEM UNTIL THEY REFLOATED T,Live Stranding,Stranding,Live,Stranding,11/23/04
2547,29/11/2004,GLOBICEPHALA SP,>1 individual unless mother and calf,74,waikato," NORTH END OF OPOUTERE BEACH, COROMANDEL. WHANGAMATA.",-37.0766,175.8878,21,3,"APPEARED TO HAVE STRANDED LATE SUNDAY 28/11/04. ON ARRIVAL 53 DECEASED, 21 ALIVE. REFLOATED 21 LATE AFTERNOON. 18 SUCCESSFUL, 3 RESTRANDED. REFLOATED 3 ON DAY 2. 2 SUCCESSFUL, 1 EUTHANISED.",Live Stranding,Stranding,Live,Stranding,11/29/04
2558,21/12/2004,DELPHINUS DELPHIS,>1 individual unless mother and calf,4,waikato,COROMANDEL,-36.8319,175.4529,1,0,"STRANDED LATE AFTERNOON, WHEN DOC ARRIVED AT 2030HRS TWO WERE DEAD, A FURTHER ANIMAL DIED, ONE RELEASED TO SEA.",Live Stranding,Stranding,Live,Stranding,12/21/04
2561,4/1/05,MESOPLODON SP,>1 individual unless mother and calf,2,waikato,MIRANDA FIRTH OF THAMES,-37.1861,175.3214,0,0,FLOATING. ONLY DNA SAMPLES TAKEN. ANIMALS APPROX 5.25M AND 4.25M LONG.,Beach cast,Death Report,Freshly dead,Beachcast,1/4/05
2569,1/2/05,MESOPLODON GRAYI,>1 individual unless mother and calf,7,northland,"WAIKUKU BEACH, NORTH CAPE",-34.4331,173.0079,0,0,VERY DECOMPOSED.,Beach cast,Death Report,Decomposed,Beachcast,2/1/05
2576,13/02/2005,PSEUDORCA CRASSIDENS,>1 individual unless mother and calf,52,chatham islands,"LONG BEACH, PETRE BAY",-43.8375,-176.5835,0,0,TWO ANIMALS MEASURED (NOT SURE WHERE MEASUREMENTS ARE RECORDED..),Beach cast,Death Report,Freshly dead,Beachcast,2/13/05
2581,18/03/2005,MESOPLODON BOWDOINI,>1 individual unless mother and calf,2,bay of plenty,"TE KAHA, 1KM PAST MAREITI BAY",-37.7225,177.7083,0,0,"CALM SEA, NO OBVIOUS INJURIES. VERY SMALL BAY, STEEP FINE GRAVEL BEACH.

UoA Code (for genetic analysis results): U05-29",Beach cast,Death Report,Freshly dead,Beachcast,3/18/05
2585,1/4/05,KOGIA BREVICEPS,>1 individual unless mother and calf,3,hawkes bay,MAHIA BEACH 300 METERS EAST OF GOLF GLUB,-39.0691,177.8646,0,0,,,,Live,Beachcast,4/1/05
2584,1/4/05,KOGIA BREVICEPS,>1 individual unless mother and calf,3,hawkes bay,EAST OF GOLF CLUB 300M MAHIA BEACH. EASTERN WHALE,-39.0691,177.8646,0,0,"ALIVE- EUTHANISED AT 0900HRS. LACTATING. LOTS OF PUSTULES IN THE BLUBBER UP TO 1CM ACROSS (PHOTO). FOAMING AT THE MOUTH. FOETUS 75MM LONG. AUTOPSY DONE OF STOMACH, FOETUS, UTERUS, INK, INK SAC, TEETH, AND DNA.",Deliberately Killed,Stranding,Live,Stranding,4/1/05
2583,1/4/05,KOGIA BREVICEPS,>1 individual unless mother and calf,3,hawkes bay,"300 METERS EAST OF GOLF CLUB MAHIA BEACH, WESTERN WHALE",-39.0691,177.8646,0,0," ONE WHALE WAS ALREADY DEAD ON ARRIVAL. OTHER TWO WHALES ALIVE- EUTHANISED AT 0900HRS. ONE WAS LACTATING, LOTS OF PUSTULES IN THE BLUBBER UP TO 1CM ACROSS (PHOTO). FOAMING AT THE MOUTH. FOETUS 75MM LONG. AUTOPSY OF DEAD WHALES STOMACH, INK, UTERUS, FOETUS",Live Stranding,Stranding,Live,Stranding,4/1/05
2592,5/5/05,DELPHINUS DELPHIS,>1 individual unless mother and calf,2,hawkes bay,NAPIER,-39.4646,176.8767,1,0,"ROUGH EASTERLY SEA CONDITIONS. ONE DOLPHIN REFLOATED, OTHER EUTHANISED. LACERATION TO LEFT HAND SIDE OF BODY AND SECTION OF BLUBBER MISSING FROM LEFT FLANK OF DOLPHIN. HELD FROZEN FOR MASSEY UNIVERSITY.",Live Stranding,Stranding,Live,Stranding,5/5/05
2621,15/09/2005,DELPHINUS DELPHIS,>1 individual unless mother and calf,3,tasman,"COLLINGWOOD, GOLDEN BAY",-40.5903,172.6953,3,0,2 OF 3 DOLPHINS RETURNED TO WATER BY LOCAL RESIDENTS. BOTH REPORTED AS SMALLER THAN 3RD DOLPHIN. 3RD DOLPHIN RETURNED AND RELEASED ONLY TO RESTRAND SHORTLY AFTER. TRANSPORTED ON MATTRESS ON FLAT DECK UTE. KEPT COOL WITH WATER AND SUCCESSFULLY REFLOATED.,Live Stranding,Stranding,Live,Stranding,9/15/05
2629,1/12/05,GLOBICEPHALA MELAS,>1 individual unless mother and calf,140,chatham islands,"WAIKERI BEACH, MAIN CHATHAM IS, SOUTH SIDE OF OKAWA PENINSULA",-43.7684,-176.299,0,0,"LOCALS SAID THERE WERE BETWEEN 130 AND 150 ANIMALS, ADULTS AND CALVES. REPORTED INDEPENDENTLY  AS 107 (REMAINING TO BE SEEN ON 8 FEB 2006) AND FROM REPORT FROM LOCALS ON 13 MARCH 2006.. PLEASE REFER TO STRANDING FORM FOR FURTHER INFORMATION.",Live Stranding,Stranding,Live,Stranding,12/1/05
2628,1/12/05,GLOBICEPHALA MELAS,>1 individual unless mother and calf,140,chatham islands,"PITT ISLAND, WAIHERE BEACH",-44.2675,-176.2396,0,0,,Live Stranding,Stranding,Live,Stranding,12/1/05
2638,20/12/2005,GLOBICEPHALA MELAS,>1 individual unless mother and calf,123,tasman,"PUPONGA, BASE OF FAREWELL SPIT, GOLDEN BAY",-40.5253,172.7381,108,10,25 WHALES DIED DURING MAIN STRANDING EVENT. FROM WHICH SKIN AND STOMACH SAMPLES WERE TAKEN. 25 DEAD WHALES MEASURED (TO SOME DEGREE) AND 8 LIVE WHALES MEASURED TO SOME DEGREE.,Live Stranding,Stranding,Live,Stranding,12/20/05
2643,31/12/2005,GLOBICEPHALA MELAS,>1 individual unless mother and calf,49,tasman,"FAREWELL SPIT, GOLDEN BAY",-40.5238,172.9057,0,0,8 ANIMALS DEAD WHEN DOC ARRIVED. OTHER 41 EUTHANISED. IT WAS GETTING DARK AND TOO DANGEROUS OUT ON THE SPIT.,Deliberately Killed,Stranding,Live,Stranding,12/31/05
2649,8/1/06,GLOBICEPHALA MELAS,>1 individual unless mother and calf,2,manawatu,"TURAKINA BEACH, 2 KM SOUTH OF BEACH SETTLEMENT, KOITIATA",-40.0893,175.1483,0,0,LOOKED TO HAVE BEEN DEAD A WHILE. LOTS OF BITE MARKS. LOOKED IN SIMILAR CONDITION TO THE ANIMALS FOUND AT HIMITANGI (7TH JANUARY) AND FOXTON (6TH JANUARY). ANIMALS LYING ON BELLY SO HARD TO MEASURE. STRONG WESTERLIES.,Beach cast,Death Report,Decomposed,Beachcast,1/8/06
2658,11/1/06,GLOBICEPHALA MELAS,>1 individual unless mother and calf,3,manawatu,SCOTTS FERRY,-40.2829,175.2394,0,0,ONLY ONE MEASURED AS OTHER TWO WERE TOO FAR GONE.,Beach cast,Death Report,Decomposed,Beachcast,1/11/06
2663,19/01/2006,HYPEROODON PLANIFRONS,>1 individual unless mother and calf,2,northland,"WHALE BAY, MIMIWHANGATA PENINSULA, WHANGAREI",-35.4294,174.4202,0,0,FOUND FRESH DEAD ON BEACH. NGATI WAI HAVE COLLECTED SKELETONS.,Beach cast,Death Report,Freshly dead,Beachcast,1/19/06
2666,4/2/06,MESOPLODON GRAYI,>1 individual unless mother and calf,2,northland,"WAIPU BEACH, NEAR WHANGAREI",-35.9735,174.4731,0,0,"DIED 1.5 HOURS BEFORE DOC STAFF ARRIVED. 2ND (4.65M) ANIMAL HAD BROKEN LEFT FLIPPER. LOTS OF COOKIE CUTTER BITES AND SCARS ON EACH ANIMAL. ANIMALS GONE TO NGATIWAI. Genetic info from University of Auckland: Mesoplodon grayi, species code Mgr117 (female), ",Live Stranding,Stranding,Freshly dead,Stranding,2/4/06
2692,6/5/06,KOGIA BREVICEPS,>1 individual unless mother and calf,2,hawkes bay,OPOUTAMA BEACH,-39.0599,177.8352,0,0,Alive and euthanised. The large male stranded overnight and was with a 2.13m juvenile male. They were about 15m apart when found. They were high and dry on an incoming tide so probably stranded as the tide fell at about 2am.,Deliberately Killed,Stranding,Live,Stranding,5/6/06
2729,30/10/2006,KOGIA BREVICEPS,>1 individual unless mother and calf,2,hawkes bay,"AROPAONUI, NAPIER",-39.1964,177.0448,0,0,"NO MEASUREMENTS TAKEN AS ANIMAL IN AN ADVANCED STATE OF DECOMPOSITION. JUVENILE APPROX. 0.7M LONG. REMOTE BEACH, ANIMALS LEFT TO DECAY NATURALLY. ANIMALS FIRST NOTICED APPROXIMATELY 2 WEEKS PRIOR, BY FARM MANAGER",Beach cast,Death Report,Decomposed,Beachcast,10/30/06
2735,10/11/06,GLOBICEPHALA MELAS,>1 individual unless mother and calf,56,northland,"WHANGAREI, RUAKAKA BEACH",-35.8567,174.4838,20,20,"ADDITIONAL WHALES FROM STRANDING PRIOR TO STRANDING ON 11 NOVEMBER. DUE TO 2 SEPARATE REPORTS THESE ARE REPORTED AS SEPARATE INCIDENTS. 36 ANIMALS MEASURED, LABELLED AND PHOTOGRAPHED AS 1-36.",Live Stranding,Stranding,Live,Stranding,11/10/06
